tweetID	 gramID	 count
315	16252	1
315	639	1
316	1218	1
316	595	1
316	451	1
316	564	1
316	1154	1
317	16452	1
317	15746	1
317	1219	1
317	612	1
317	16454	1
317	269	1
317	274	1
317	824	1
317	16098	1
317	282	1
317	827	1
317	572	1
317	542	1
318	1221	1
318	1222	1
318	1223	1
318	40437	1
318	26607	1
318	1045	1
318	15740	2
318	261	2
319	1036	1
319	917	1
319	607	1
320	19	1
320	739	2
320	420	1
320	1228	1
320	1225	1
320	1227	1
320	1164	1
320	51	1
320	276	1
320	86	1
320	571	1
320	446	1
322	1232	1
322	211	1
322	20	1
322	1230	1
322	215	1
323	960	1
323	962	1
323	644	1
323	730	1
323	731	1
323	958	1
323	959	1
324	994	1
324	678	1
324	359	1
324	231	1
324	620	1
324	1233	1
324	1234	1
324	1235	1
324	1236	1
324	53	1
324	669	1
326	593	2
326	1099	1
326	1100	1
326	1101	2
326	686	1
326	367	1
326	465	1
326	530	1
326	1103	1
326	477	1
327	64	1
327	1024	1
327	16465	1
327	16464	1
327	145	1
327	16466	1
327	819	1
327	1044	1
327	1237	1
327	1238	1
327	1239	1
327	1240	1
327	1241	1
327	606	1
328	121	1
328	1242	1
328	55378	1
328	813	1
328	790	1
329	850	1
330	800	1
330	1248	1
330	1250	1
330	1251	1
330	644	1
330	206	1
